-2.95E+02,3.49E-04,,,,,,,,,
-2.90E+02,3.97E-04,,,,,,,,,
-2.85E+02,4.45E-04,,,,,,,,,
-2.80E+02,4.88E-04,,,,,,,,,
-2.75E+02,5.35E-04,,,,,,,,,
-2.70E+02,5.82E-04,,,,,,,,,
-2.65E+02,6.28E-04,,,,,,,,,
-2.60E+02,6.81E-04,,,,,,,,,
-2.55E+02,7.29E-04,,,,,,,,,
-2.50E+02,7.79E-04,,,,,,,,,
-2.45E+02,8.32E-04,,,,,,,,,
-2.40E+02,8.89E-04,,,,,,,,,
-2.35E+02,9.44E-04,,,,,,,,,
-2.30E+02,1.00E-03,,,,,,,,,
-2.25E+02,1.05E-03,,,,,,,,,
-2.20E+02,1.07E-03,,,,,,,,,
-2.15E+02,1.08E-03,,,,,,,,,
-2.10E+02,1.08E-03,,,,,,,,,
