V,I (365 nm),I (405 nm),I (436 nm),I (486 nm),I (546 nm),I (577 nm),I (589 nm),I (656 nm)
-0.35,6.87984E-09,5.14317E-09,4.90099E-09,1.29271E-10,3.88472E-10,3.69222E-11,3.76307E-12,3.80538E-13
-0.34,7.01131E-09,5.28566E-09,5.0573E-09,1.36766E-10,4.34347E-10,4.52989E-11,6.03882E-12,2.6759E-13
-0.33,7.1151E-09,5.42586E-09,5.19125E-09,1.43311E-10,4.82848E-10,5.47479E-11,8.88136E-12,2.91939E-13
-0.32,7.25108E-09,5.55396E-09,5.33908E-09,1.48903E-10,5.31804E-10,6.44382E-11,1.17896E-11,2.11729E-13
-0.31,7.45769E-09,5.68321E-09,5.4963E-09,1.5623E-10,5.84922E-10,7.52661E-11,1.49112E-11,2.92553E-13
-0.3,7.59593E-09,5.79116E-09,5.66144E-09,1.6292E-10,6.42169E-10,8.75066E-11,1.7974E-11,3.32658E-13
-0.29,7.73401E-09,5.9254E-09,5.83455E-09,1.69936E-10,7.0348E-10,1.00491E-10,2.14248E-11,3.15061E-13
-0.28,7.80554E-09,6.0575E-09,6.03614E-09,1.77483E-10,7.66404E-10,1.14817E-10,2.52792E-11,3.46367E-13
-0.27,7.92371E-09,6.1928E-09,6.19236E-09,1.86057E-10,8.27466E-10,1.30982E-10,2.9594E-11,3.24882E-13
-0.26,8.06154E-09,6.38522E-09,6.36634E-09,1.94172E-10,8.95906E-10,1.47819E-10,3.38357E-11,4.07139E-13
-0.25,8.19781E-09,6.53346E-09,6.55139E-09,2.02283E-10,9.67676E-10,1.65914E-10,3.85329E-11,4.22076E-13
-0.24,8.34132E-09,6.68033E-09,6.72378E-09,2.09776E-10,1.04399E-09,1.85815E-10,4.37854E-11,4.83052E-13
-0.23,8.50014E-09,6.81011E-09,6.88038E-09,2.2016E-10,1.12926E-09,2.08032E-10,4.9031E-11,3.9302E-13
-0.22,8.62296E-09,6.95526E-09,7.08938E-09,2.26419E-10,1.21022E-09,2.31198E-10,5.49839E-11,4.42537E-13
-0.21,8.74079E-09,7.0936E-09,7.30951E-09,2.34457E-10,1.29053E-09,2.55973E-10,6.07914E-11,3.51278E-13
-0.2,8.89216E-09,7.23931E-09,7.50248E-09,2.43199E-10,1.37556E-09,2.80395E-10,6.77956E-11,4.36808E-13
-0.19,9.03707E-09,7.39557E-09,7.69864E-09,2.52632E-10,1.4662E-09,3.07311E-10,7.47902E-11,4.89599E-13
-0.18,9.1853E-09,7.5457E-09,7.89369E-09,2.63241E-10,1.55734E-09,3.36303E-10,8.21143E-11,4.59111E-13
-0.17,9.35132E-09,7.6782E-09,8.05009E-09,2.72077E-10,1.64851E-09,3.68525E-10,8.99606E-11,4.0898E-13
-0.16,9.56355E-09,7.82775E-09,8.23303E-09,2.81366E-10,1.7374E-09,3.99941E-10,9.86149E-11,6.71504E-13
-0.15,9.62801E-09,7.99222E-09,8.44865E-09,2.92584E-10,1.83356E-09,4.32072E-10,1.07363E-10,8.27831E-13
-0.14,9.7768E-09,8.15411E-09,8.70577E-09,3.01799E-10,1.93543E-09,4.60882E-10,1.15447E-10,7.28183E-13
-0.13,9.94243E-09,8.30669E-09,8.92449E-09,3.11601E-10,2.04419E-09,4.9633E-10,1.24692E-10,7.47008E-13
-0.12,1.01185E-08,8.52154E-09,9.11819E-09,3.21228E-10,2.13058E-09,5.32035E-10,1.35189E-10,7.76882E-13
-0.11,1.02256E-08,8.67829E-09,9.26127E-09,3.29335E-10,2.24087E-09,5.67938E-10,1.45999E-10,8.30696E-13
-0.1,1.0392E-08,8.83792E-09,9.50562E-09,3.39949E-10,2.35264E-09,6.05121E-10,1.55304E-10,8.27627E-13
-0.09,1.05172E-08,9.0148E-09,9.74739E-09,3.50222E-10,2.46632E-09,6.41807E-10,1.65624E-10,8.02254E-13
-0.08,1.06318E-08,9.19101E-09,9.97614E-09,3.60703E-10,2.59832E-09,6.80716E-10,1.76279E-10,8.99039E-13
-0.07,1.07893E-08,9.35891E-09,1.02122E-08,3.71461E-10,2.72078E-09,7.25254E-10,1.87887E-10,9.09474E-13
-0.06,1.09971E-08,9.4997E-09,1.04361E-08,3.83311E-10,2.8473E-09,7.68024E-10,1.99745E-10,1.04452E-12
-0.05,1.11725E-08,9.6653E-09,1.06293E-08,3.95314E-10,2.96571E-09,8.11433E-10,2.12923E-10,1.13865E-12
-0.04,1.13177E-08,9.84188E-09,1.08596E-08,4.07863E-10,3.09064E-09,8.56889E-10,2.246E-10,1.07603E-12
-0.03,1.14727E-08,1.00962E-08,1.10971E-08,4.19897E-10,3.23201E-09,9.03741E-10,2.36097E-10,1.02897E-12
-0.02,1.16484E-08,1.02983E-08,1.13343E-08,4.31771E-10,3.36636E-09,9.49728E-10,2.4881E-10,1.14008E-12
-0.01,1.18196E-08,1.04836E-08,1.16061E-08,4.43863E-10,3.50426E-09,9.96298E-10,2.63535E-10,1.37293E-12
-9.01501E-14,1.19647E-08,1.06709E-08,1.19111E-08,4.57073E-10,3.65151E-09,1.04534E-09,2.78186E-10,1.27124E-12
0.01,1.20714E-08,1.07989E-08,1.21581E-08,4.65286E-10,3.79272E-09,1.09713E-09,2.91268E-10,1.67986E-12
0.02,1.22182E-08,1.09897E-08,1.24199E-08,4.76248E-10,3.92457E-09,1.1486E-09,3.04138E-10,1.66185E-12
0.03,1.24775E-08,1.11847E-08,1.2705E-08,4.89065E-10,4.07046E-09,1.19449E-09,3.19233E-10,1.6641E-12
0.04,1.27162E-08,1.14005E-08,1.29614E-08,5.00581E-10,4.2203E-09,1.25191E-09,3.34051E-10,1.70891E-12
0.05,1.28867E-08,1.1663E-08,1.31777E-08,5.15003E-10,4.37224E-09,1.30928E-09,3.50961E-10,1.56711E-12
0.06,1.30629E-08,1.18602E-08,1.34443E-08,5.28122E-10,4.53593E-09,1.36607E-09,3.69178E-10,1.71485E-12
0.07,1.31192E-08,1.21123E-08,1.37894E-08,5.4457E-10,4.71207E-09,1.43153E-09,3.86424E-10,1.92315E-12
0.08,1.32881E-08,1.23202E-08,1.40787E-08,5.58398E-10,4.86581E-09,1.49374E-09,4.02856E-10,1.9121E-12
0.09,1.34576E-08,1.24755E-08,1.4349E-08,5.71689E-10,5.02787E-09,1.55679E-09,4.18948E-10,1.91947E-12
0.1,1.3631E-08,1.2693E-08,1.4625E-08,5.86697E-10,5.19502E-09,1.61052E-09,4.36947E-10,2.147E-12
0.11,1.38194E-08,1.29083E-08,1.48386E-08,5.98666E-10,5.36441E-09,1.67669E-09,4.50468E-10,2.32624E-12
0.12,1.39389E-08,1.3146E-08,1.50891E-08,6.12083E-10,5.53511E-09,1.7422E-09,4.71579E-10,2.44963E-12
0.13,1.40909E-08,1.33503E-08,1.53784E-08,6.2755E-10,5.70063E-09,1.80941E-09,4.91912E-10,2.53393E-12
0.14,1.43204E-08,1.35433E-08,1.57516E-08,6.43978E-10,5.85035E-09,1.87859E-09,5.09604E-10,2.30108E-12
0.15,1.43888E-08,1.37583E-08,1.59975E-08,6.58737E-10,6.02249E-09,1.95435E-09,5.28941E-10,2.53127E-12
0.16,1.4571E-08,1.39473E-08,1.62386E-08,6.73691E-10,6.2029E-09,2.02821E-09,5.49598E-10,2.78704E-12
0.17,1.47542E-08,1.41652E-08,1.65614E-08,6.87953E-10,6.39869E-09,2.09305E-09,5.71775E-10,2.85068E-12
0.18,1.48817E-08,1.44647E-08,1.69457E-08,6.99457E-10,6.58128E-09,2.15941E-09,5.96358E-10,2.81282E-12
0.19,1.51425E-08,1.47131E-08,1.72362E-08,7.13714E-10,6.72413E-09,2.24342E-09,6.21698E-10,2.88751E-12
0.2,1.51805E-08,1.48929E-08,1.76381E-08,7.30078E-10,6.91349E-09,2.31588E-09,6.46387E-10,3.23372E-12
0.21,1.55111E-08,1.5119E-08,1.79368E-08,7.46857E-10,7.09832E-09,2.38551E-09,6.70394E-10,3.42545E-12
0.22,1.55656E-08,1.53964E-08,1.81255E-08,7.65461E-10,7.29019E-09,2.46758E-09,6.91666E-10,3.65933E-12
0.23,1.5687E-08,1.5558E-08,1.85326E-08,7.82163E-10,7.49011E-09,2.55105E-09,7.21368E-10,3.69022E-12
0.24,1.58605E-08,1.58963E-08,1.87518E-08,7.99469E-10,7.7267E-09,2.64126E-09,7.44557E-10,3.59242E-12
0.25,1.60032E-08,1.61257E-08,1.92136E-08,8.18466E-10,7.93448E-09,2.73491E-09,7.74606E-10,3.72624E-12
0.26,1.62477E-08,1.62691E-08,1.95935E-08,8.35862E-10,8.13777E-09,2.81862E-09,7.99142E-10,4.04892E-12
0.27,1.63469E-08,1.65857E-08,1.98165E-08,8.53092E-10,8.33615E-09,2.89525E-09,8.18487E-10,4.33784E-12
0.28,1.66723E-08,1.67634E-08,2.02235E-08,8.73413E-10,8.54416E-09,2.98555E-09,8.51166E-10,4.28996E-12
0.29,1.68027E-08,1.70073E-08,2.05882E-08,8.91217E-10,8.76497E-09,3.07839E-09,8.8248E-10,4.43094E-12
0.3,1.69054E-08,1.71885E-08,2.09244E-08,9.076E-10,8.99562E-09,3.18663E-09,9.09974E-10,4.47247E-12
0.31,1.72332E-08,1.74959E-08,2.11667E-08,9.17481E-10,9.22055E-09,3.27965E-09,9.44093E-10,4.79065E-12
0.32,1.73397E-08,1.76481E-08,2.14963E-08,9.35639E-10,9.4225E-09,3.37326E-09,9.78571E-10,5.14505E-12
0.33,1.74421E-08,1.8065E-08,2.18484E-08,9.54734E-10,9.64807E-09,3.45004E-09,1.0027E-09,5.15978E-12
0.34,1.7734E-08,1.82256E-08,2.22093E-08,9.72714E-10,9.87971E-09,3.55591E-09,1.03365E-09,5.32225E-12
0.35,1.77259E-08,1.85738E-08,2.25616E-08,9.90645E-10,1.01237E-08,3.65911E-09,1.06982E-09,5.37279E-12
0.36,1.78907E-08,1.87087E-08,2.30782E-08,1.00988E-09,1.03786E-08,3.76859E-09,1.11425E-09,5.80106E-12
0.37,1.80212E-08,1.89157E-08,2.34371E-08,1.0343E-09,1.06902E-08,3.88688E-09,1.14879E-09,5.94858E-12
0.38,1.82384E-08,1.92039E-08,2.3797E-08,1.05907E-09,1.09444E-08,4.00128E-09,1.18553E-09,6.25981E-12
0.39,1.84629E-08,1.94923E-08,2.40895E-08,1.07957E-09,1.11992E-08,4.11434E-09,1.21371E-09,6.47343E-12
0.4,1.87427E-08,1.96599E-08,2.4354E-08,1.10002E-09,1.14828E-08,4.21809E-09,1.25118E-09,6.58863E-12
0.41,1.8798E-08,2.00492E-08,2.48124E-08,1.1194E-09,1.17619E-08,4.30127E-09,1.29004E-09,7.03449E-12
0.42,1.91364E-08,2.03064E-08,2.51761E-08,1.13508E-09,1.20691E-08,4.42819E-09,1.33436E-09,7.2698E-12
0.43,1.90221E-08,2.05139E-08,2.55836E-08,1.15665E-09,1.23593E-08,4.54574E-09,1.37815E-09,7.58143E-12
0.44,1.91919E-08,2.07765E-08,2.59877E-08,1.18373E-09,1.26486E-08,4.67131E-09,1.42636E-09,7.78932E-12
0.45,1.93275E-08,2.10832E-08,2.62642E-08,1.20394E-09,1.29121E-08,4.80116E-09,1.4698E-09,7.94401E-12
0.46,1.96887E-08,2.13459E-08,2.65795E-08,1.22481E-09,1.31791E-08,4.9174E-09,1.5123E-09,8.307E-12
0.47,1.97179E-08,2.15725E-08,2.69409E-08,1.24755E-09,1.34582E-08,5.01853E-09,1.5503E-09,8.7942E-12
0.48,1.9858E-08,2.17165E-08,2.73151E-08,1.2599E-09,1.37713E-08,5.14935E-09,1.59473E-09,9.08885E-12
0.49,2.00978E-08,2.195E-08,2.77065E-08,1.27625E-09,1.41391E-08,5.28236E-09,1.64159E-09,9.17601E-12
0.5,2.03948E-08,2.22199E-08,2.82601E-08,1.29682E-09,1.44626E-08,5.41533E-09,1.69838E-09,9.52795E-12
0.51,2.0519E-08,2.24591E-08,2.86547E-08,1.31786E-09,1.47923E-08,5.58251E-09,1.74605E-09,9.86169E-12
0.52,2.07319E-08,2.27372E-08,2.89654E-08,1.34338E-09,1.50856E-08,5.72991E-09,1.78016E-09,1.0185E-11
0.53,2.08892E-08,2.31451E-08,2.9368E-08,1.36763E-09,1.53101E-08,5.84116E-09,1.83132E-09,1.04127E-11
0.54,2.10482E-08,2.33866E-08,2.98322E-08,1.38056E-09,1.57083E-08,5.93302E-09,1.87728E-09,1.06423E-11
0.55,2.12495E-08,2.36317E-08,3.02222E-08,1.40519E-09,1.6029E-08,6.12268E-09,1.92215E-09,1.1124E-11
0.56,2.14353E-08,2.36998E-08,3.06019E-08,1.42092E-09,1.62634E-08,6.26714E-09,1.94939E-09,1.15035E-11
0.57,2.17128E-08,2.40691E-08,3.09961E-08,1.45762E-09,1.65781E-08,6.41624E-09,2.01299E-09,1.20533E-11
0.58,2.18723E-08,2.42719E-08,3.124E-08,1.4798E-09,1.69857E-08,6.52921E-09,2.07843E-09,1.23318E-11
0.59,2.18866E-08,2.44793E-08,3.16344E-08,1.50322E-09,1.73236E-08,6.68402E-09,2.09274E-09,1.26676E-11
0.6,2.20502E-08,2.47168E-08,3.20159E-08,1.52414E-09,1.75264E-08,6.84584E-09,2.15362E-09,1.29977E-11
0.61,2.2254E-08,2.49289E-08,3.24506E-08,1.53947E-09,1.79555E-08,7.03691E-09,2.21761E-09,1.33072E-11
0.62,2.25075E-08,2.51428E-08,3.28509E-08,1.55588E-09,1.82597E-08,7.19175E-09,2.2499E-09,1.3649E-11
0.63,2.26261E-08,2.54205E-08,3.31336E-08,1.57151E-09,1.86129E-08,7.35265E-09,2.29341E-09,1.40668E-11
0.64,2.27759E-08,2.56638E-08,3.33879E-08,1.59353E-09,1.88684E-08,7.45583E-09,2.3446E-09,1.43815E-11
0.65,2.29022E-08,2.58911E-08,3.37234E-08,1.61473E-09,1.93192E-08,7.62111E-09,2.39824E-09,1.47956E-11
0.66,2.3137E-08,2.64078E-08,3.43013E-08,1.63525E-09,1.95789E-08,7.79142E-09,2.4514E-09,1.50082E-11
0.67,2.33111E-08,2.66804E-08,3.46892E-08,1.67288E-09,1.988E-08,7.95271E-09,2.50614E-09,1.53561E-11
0.68,2.35266E-08,2.69021E-08,3.50637E-08,1.6962E-09,2.01654E-08,8.1303E-09,2.55218E-09,1.58292E-11
0.69,2.36944E-08,2.71828E-08,3.54323E-08,1.71513E-09,2.04825E-08,8.31007E-09,2.59362E-09,1.63329E-11
0.7,2.38983E-08,2.74393E-08,3.56657E-08,1.73036E-09,2.08904E-08,8.46143E-09,2.6543E-09,1.6719E-11
0.71,2.42702E-08,2.76389E-08,3.59796E-08,1.74482E-09,2.12251E-08,8.61827E-09,2.68839E-09,1.68784E-11
0.72,2.4295E-08,2.78781E-08,3.63618E-08,1.76879E-09,2.15134E-08,8.74212E-09,2.7524E-09,1.71901E-11
0.73,2.43599E-08,2.81774E-08,3.68799E-08,1.79051E-09,2.18046E-08,8.89812E-09,2.79796E-09,1.75764E-11
0.74,2.4518E-08,2.8575E-08,3.72428E-08,1.81166E-09,2.21602E-08,9.04899E-09,2.83222E-09,1.80484E-11
0.75,2.47183E-08,2.87796E-08,3.75963E-08,1.83356E-09,2.24806E-08,9.19381E-09,2.87631E-09,1.82704E-11
0.76,2.51527E-08,2.90096E-08,3.7878E-08,1.85364E-09,2.27204E-08,9.34355E-09,2.92438E-09,1.84646E-11
0.77,2.53394E-08,2.92803E-08,3.81593E-08,1.86703E-09,2.2935E-08,9.50872E-09,2.96924E-09,1.89027E-11
0.78,2.55164E-08,2.94926E-08,3.85987E-08,1.87613E-09,2.3226E-08,9.63897E-09,3.02053E-09,1.93615E-11
0.79,2.5568E-08,2.96273E-08,3.89647E-08,1.89349E-09,2.35415E-08,9.739E-09,3.07881E-09,1.96144E-11
0.8,2.55648E-08,2.98843E-08,3.93248E-08,1.91763E-09,2.37904E-08,9.89273E-09,3.12425E-09,1.99759E-11
0.81,2.57851E-08,3.01601E-08,3.97276E-08,1.93884E-09,2.42313E-08,1.00281E-08,3.14911E-09,2.01484E-11
0.82,2.59228E-08,3.05746E-08,4.02276E-08,1.9653E-09,2.45903E-08,1.01817E-08,3.1956E-09,2.05595E-11
0.83,2.61107E-08,3.08613E-08,4.07316E-08,1.98545E-09,2.48462E-08,1.03473E-08,3.24962E-09,2.10745E-11
0.84,2.63628E-08,3.10929E-08,4.09882E-08,1.99872E-09,2.51494E-08,1.05246E-08,3.30753E-09,2.14224E-11
0.85,2.65388E-08,3.11421E-08,4.13198E-08,2.03073E-09,2.55366E-08,1.06389E-08,3.35177E-09,2.16851E-11
0.86,2.66493E-08,3.15393E-08,4.16766E-08,2.04925E-09,2.58322E-08,1.0775E-08,3.37757E-09,2.21565E-11
0.87,2.68613E-08,3.18558E-08,4.21285E-08,2.06964E-09,2.61081E-08,1.09322E-08,3.41868E-09,2.2088E-11
0.88,2.72462E-08,3.21903E-08,4.25401E-08,2.09714E-09,2.63138E-08,1.10638E-08,3.46664E-09,2.23241E-11
0.89,2.74431E-08,3.24604E-08,4.28668E-08,2.09132E-09,2.65419E-08,1.11273E-08,3.51095E-09,2.27573E-11
0.9,2.76002E-08,3.25983E-08,4.32168E-08,2.10784E-09,2.6879E-08,1.12728E-08,3.56244E-09,2.3019E-11
0.91,2.76827E-08,3.28163E-08,4.33825E-08,2.12514E-09,2.71694E-08,1.14364E-08,3.61009E-09,2.34094E-11
0.92,2.783E-08,3.30829E-08,4.37557E-08,2.1446E-09,2.75538E-08,1.16164E-08,3.65789E-09,2.38424E-11
0.93,2.80423E-08,3.33567E-08,4.41341E-08,2.1642E-09,2.79373E-08,1.16796E-08,3.68584E-09,2.42238E-11
0.94,2.82481E-08,3.36008E-08,4.46509E-08,2.19251E-09,2.81509E-08,1.17924E-08,3.71985E-09,2.43732E-11
0.95,2.84081E-08,3.40423E-08,4.49905E-08,2.22202E-09,2.84186E-08,1.19246E-08,3.76044E-09,2.48071E-11
0.96,2.87556E-08,3.43117E-08,4.51615E-08,2.24295E-09,2.86969E-08,1.19813E-08,3.80151E-09,2.5127E-11
0.97,2.90417E-08,3.45079E-08,4.54935E-08,2.26698E-09,2.89833E-08,1.2112E-08,3.86041E-09,2.55616E-11
0.98,2.9034E-08,3.47563E-08,4.58805E-08,2.28543E-09,2.92853E-08,1.22482E-08,3.88821E-09,2.58085E-11
0.99,2.9142E-08,3.50047E-08,4.64757E-08,2.29527E-09,2.94536E-08,1.23691E-08,3.90094E-09,2.59886E-11
1,2.93623E-08,3.5325E-08,4.69178E-08,2.3159E-09,2.96554E-08,1.24713E-08,3.93851E-09,2.60557E-11
1.01,2.95814E-08,3.54112E-08,4.73166E-08,2.33911E-09,2.99055E-08,1.2564E-08,3.97317E-09,2.64517E-11
1.02,2.97725E-08,3.5647E-08,4.74122E-08,2.36378E-09,3.01755E-08,1.27305E-08,4.01252E-09,2.67882E-11
1.03,2.95874E-08,3.59335E-08,4.76899E-08,2.38501E-09,3.05263E-08,1.28408E-08,4.05503E-09,2.72642E-11
1.04,2.9934E-08,3.63767E-08,4.80912E-08,2.40303E-09,3.08922E-08,1.29533E-08,4.09833E-09,2.75116E-11
1.05,3.01359E-08,3.66633E-08,4.87279E-08,2.41481E-09,3.10954E-08,1.30839E-08,4.14319E-09,2.76229E-11
1.06,3.04011E-08,3.69227E-08,4.91187E-08,2.41884E-09,3.13621E-08,1.31876E-08,4.16363E-09,2.79396E-11
1.07,3.07663E-08,3.71668E-08,4.949E-08,2.43427E-09,3.16512E-08,1.32998E-08,4.20811E-09,2.82813E-11
1.08,3.0818E-08,3.72578E-08,4.98647E-08,2.45062E-09,3.19449E-08,1.33797E-08,4.22081E-09,2.87078E-11
1.09,3.07717E-08,3.74843E-08,5.03833E-08,2.46915E-09,3.21979E-08,1.34131E-08,4.27679E-09,2.9045E-11
1.1,3.09064E-08,3.77272E-08,5.07329E-08,2.49017E-09,3.23961E-08,1.35189E-08,4.30624E-09,2.90235E-11
1.11,3.11318E-08,3.80664E-08,5.11058E-08,2.51882E-09,3.25511E-08,1.36414E-08,4.33361E-09,2.94155E-11
1.12,3.14427E-08,3.83566E-08,5.12757E-08,2.53747E-09,3.27602E-08,1.38018E-08,4.34512E-09,2.9541E-11
1.13,3.16518E-08,3.88497E-08,5.15671E-08,2.54704E-09,3.30337E-08,1.39904E-08,4.38176E-09,2.97679E-11
1.14,3.18037E-08,3.91845E-08,5.19866E-08,2.58308E-09,3.33129E-08,1.40481E-08,4.41652E-09,2.99119E-11
1.15,3.1869E-08,3.94519E-08,5.24149E-08,2.59454E-09,3.37452E-08,1.40593E-08,4.45811E-09,2.99688E-11
1.16,3.21114E-08,3.97063E-08,5.3034E-08,2.62664E-09,3.40158E-08,1.41935E-08,4.50502E-09,3.05372E-11
1.17,3.23061E-08,3.96652E-08,5.35226E-08,2.64765E-09,3.42318E-08,1.43142E-08,4.5441E-09,3.08757E-11
1.18,3.24956E-08,4.00777E-08,5.38895E-08,2.6584E-09,3.43875E-08,1.43849E-08,4.58178E-09,3.11679E-11
1.19,3.30072E-08,4.0338E-08,5.40271E-08,2.67451E-09,3.46169E-08,1.45722E-08,4.60409E-09,3.11945E-11
1.2,3.32681E-08,4.0535E-08,5.43986E-08,2.70576E-09,3.48848E-08,1.47095E-08,4.63577E-09,3.15065E-11
1.21,3.34522E-08,4.11838E-08,5.48849E-08,2.7204E-09,3.51639E-08,1.47124E-08,4.67918E-09,3.17181E-11
1.22,3.34157E-08,4.1492E-08,5.53081E-08,2.74247E-09,3.54715E-08,1.4856E-08,4.72239E-09,3.21768E-11
1.23,3.36395E-08,4.17021E-08,5.55841E-08,2.76118E-09,3.56805E-08,1.48777E-08,4.74016E-09,3.23248E-11
1.24,3.38184E-08,4.18363E-08,5.58572E-08,2.75868E-09,3.57483E-08,1.50382E-08,4.75668E-09,3.2147E-11
1.25,3.40856E-08,4.21452E-08,5.61552E-08,2.77232E-09,3.59662E-08,1.5002E-08,4.78756E-09,3.22394E-11
1.26,3.43105E-08,4.24037E-08,5.65246E-08,2.78449E-09,3.61576E-08,1.50581E-08,4.81248E-09,3.26141E-11
1.27,3.43561E-08,4.27055E-08,5.694E-08,2.80416E-09,3.65599E-08,1.50854E-08,4.84707E-09,3.30197E-11
1.28,3.45814E-08,4.32424E-08,5.73199E-08,2.82562E-09,3.68728E-08,1.52357E-08,4.89079E-09,3.29976E-11
1.29,3.48793E-08,4.35979E-08,5.79468E-08,2.85428E-09,3.70951E-08,1.53074E-08,4.92011E-09,3.32838E-11
1.3,3.51559E-08,4.36962E-08,5.84619E-08,2.87214E-09,3.72334E-08,1.53337E-08,4.93252E-09,3.36814E-11
1.31,3.53949E-08,4.39352E-08,5.87815E-08,2.89977E-09,3.74585E-08,1.54174E-08,4.96549E-09,3.39715E-11
1.32,3.58974E-08,4.43775E-08,5.91511E-08,2.91563E-09,3.77968E-08,1.55686E-08,5.01056E-09,3.42948E-11
1.33,3.60107E-08,4.46828E-08,5.95122E-08,2.93444E-09,3.79992E-08,1.56728E-08,5.05272E-09,3.43724E-11
1.34,3.60022E-08,4.49573E-08,5.99038E-08,2.95338E-09,3.81712E-08,1.57412E-08,5.07705E-09,3.45983E-11
1.35,3.6203E-08,4.50938E-08,6.04391E-08,2.96583E-09,3.81753E-08,1.58654E-08,5.10424E-09,3.47325E-11
1.36,3.64521E-08,4.52889E-08,6.09458E-08,2.96409E-09,3.84576E-08,1.5934E-08,5.10038E-09,3.50587E-11
1.37,3.67308E-08,4.56343E-08,6.13929E-08,2.97439E-09,3.86363E-08,1.60436E-08,5.13126E-09,3.51769E-11
1.38,3.69365E-08,4.59841E-08,6.16441E-08,2.99085E-09,3.88369E-08,1.61192E-08,5.16263E-09,3.51092E-11
1.39,3.70076E-08,4.63275E-08,6.17962E-08,3.00765E-09,3.91814E-08,1.62877E-08,5.19119E-09,3.52195E-11
1.4,3.703E-08,4.65953E-08,6.21644E-08,3.02718E-09,3.95027E-08,1.634E-08,5.23285E-09,3.53625E-11
1.41,3.72257E-08,4.67221E-08,6.25593E-08,3.06515E-09,3.96546E-08,1.63513E-08,5.26919E-09,3.56226E-11
1.42,3.76007E-08,4.71251E-08,6.30288E-08,3.08085E-09,3.9805E-08,1.64397E-08,5.29121E-09,3.62328E-11
1.43,3.79002E-08,4.74318E-08,6.35864E-08,3.09923E-09,3.9993E-08,1.64418E-08,5.3068E-09,3.61599E-11
1.44,3.80723E-08,4.76652E-08,6.39676E-08,3.11447E-09,4.0239E-08,1.64813E-08,5.33699E-09,3.63048E-11
1.45,3.81782E-08,4.79108E-08,6.4244E-08,3.11109E-09,4.04587E-08,1.66953E-08,5.35809E-09,3.64112E-11
1.46,3.82762E-08,4.82541E-08,6.44137E-08,3.12626E-09,4.06001E-08,1.66846E-08,5.4031E-09,3.67261E-11
1.47,3.86562E-08,4.87311E-08,6.47352E-08,3.1524E-09,4.06489E-08,1.68911E-08,5.44302E-09,3.71513E-11
1.48,3.89067E-08,4.89481E-08,6.49835E-08,3.17272E-09,4.07786E-08,1.68918E-08,5.45484E-09,3.7219E-11
1.49,3.91841E-08,4.91451E-08,6.49674E-08,3.18518E-09,4.09626E-08,1.70322E-08,5.46816E-09,3.70625E-11
1.5,3.94793E-08,4.95278E-08,6.60035E-08,3.205E-09,4.13246E-08,1.70387E-08,5.4896E-09,3.70426E-11
1.51,3.98399E-08,4.98963E-08,6.65203E-08,3.22509E-09,4.16128E-08,1.72228E-08,5.51912E-09,3.75041E-11
1.52,4.00605E-08,5.01504E-08,6.69005E-08,3.21949E-09,4.17315E-08,1.7325E-08,5.56764E-09,3.77664E-11
1.53,4.01655E-08,5.04259E-08,6.73703E-08,3.22799E-09,4.18952E-08,1.73939E-08,5.61758E-09,3.78212E-11
1.54,4.00383E-08,5.06131E-08,6.72796E-08,3.2444E-09,4.2192E-08,1.73731E-08,5.65281E-09,3.81467E-11
1.55,4.03046E-08,5.06827E-08,6.79228E-08,3.2695E-09,4.24665E-08,1.73251E-08,5.66422E-09,3.81594E-11
1.56,4.06946E-08,5.09569E-08,6.82685E-08,3.28801E-09,4.26354E-08,1.75454E-08,5.66513E-09,3.85895E-11
1.57,4.11696E-08,5.12767E-08,6.86536E-08,3.3085E-09,4.26956E-08,1.76111E-08,5.6934E-09,3.89259E-11
1.58,4.14978E-08,5.1713E-08,6.92417E-08,3.32772E-09,4.28871E-08,1.7671E-08,5.74211E-09,3.91833E-11
1.59,4.15982E-08,5.21569E-08,6.9671E-08,3.33022E-09,4.3106E-08,1.76014E-08,5.76939E-09,3.91138E-11
1.6,4.13591E-08,5.2386E-08,6.97556E-08,3.363E-09,4.34891E-08,1.76455E-08,5.80021E-09,3.90855E-11
1.61,4.15714E-08,5.25303E-08,7.004E-08,3.39644E-09,4.37636E-08,1.78281E-08,5.78645E-09,3.9231E-11
1.62,4.18799E-08,5.27743E-08,7.04494E-08,3.41066E-09,4.40453E-08,1.78399E-08,5.80537E-09,3.93857E-11
1.63,4.22505E-08,5.29763E-08,7.08133E-08,3.42839E-09,4.41318E-08,1.78914E-08,5.83925E-09,3.95936E-11
1.64,4.27232E-08,5.31939E-08,7.12033E-08,3.44218E-09,4.42985E-08,1.81274E-08,5.8712E-09,3.96065E-11
1.65,4.29081E-08,5.35818E-08,7.20325E-08,3.43147E-09,4.44101E-08,1.81607E-08,5.90373E-09,3.956E-11
1.66,4.31711E-08,5.42183E-08,7.23514E-08,3.44276E-09,4.45999E-08,1.82845E-08,5.93962E-09,3.99654E-11
1.67,4.29055E-08,5.44579E-08,7.26781E-08,3.46341E-09,4.49351E-08,1.82735E-08,5.95935E-09,4.0277E-11
1.68,4.31609E-08,5.45483E-08,7.31561E-08,3.48103E-09,4.51239E-08,1.85586E-08,5.96188E-09,4.03791E-11
